Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
nodecontract.pages.dev,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
careplacehomes.aimitc.co.uk,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1
careplacehomes.aimitc.co.uk,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
honeyhome.aimitc.co.uk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1
gol11.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1
qch.ge,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
metschrmextenssi.webflow.io,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
help-center-324235.io.vn,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
apsverficaationpgase.ydns.eu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
5ghghghh54h.blogspot.tw,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
pub-008c560686bd44e3904523af46e9d22b.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-4abcbdbcdd884d7abb82f10f02210419.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
jemi.so,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
cl.s13.exct.net,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
jemi.so,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
optus-voicemails.com-sjd9-uH5Cc2-retreive-messages@is.gd,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1
newsslinkmi5yzpo.dilzhost.my.id,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
restorepplaccess-authch.from-pa.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
ntyz14u.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
jh9mga.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1ptznvn2.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ib5r0buv.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
adressbestatigung.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1
adressbestatigung.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
link.tollway.info,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
activityissue-tr.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
activityissue-tr.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
aule-ofa.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
flyairprestige.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1
blatone-labe.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
blatone-labe.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
swisscologin-authcms.selfip.net,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
www-swisspass-login-ch-swisspass-ch.codeanyapp.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
collegeboardgrantverif387.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
procurerest.s3-tastewp.com,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
comece-onin.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
comece-onin.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
cp-serverdata393030.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
cp-serverdata393030.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
csghmeis.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
csghmeis.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
ee-payment-failed.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
feedbackissue-tr.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
fitmosdmisbist.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
frimus-373.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
zu17tr5c.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
needactivity-feedbackit.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
nz-toll-payment.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
pencabcetelem.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
pencabcetelem.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
plms-4e9fb.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
royalmail-custompackage.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
sdlkjsldkf.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
sdlkjsldkf.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
serviciospostales.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
serviswissspasss.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
skatt-dk.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
skatt-dk.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
swissipasstonline.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
tilewen.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
tilewen.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
ub16502.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
ub16502.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
ck87942.tw1.ru,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
particuliers-pass-synchronised.nl,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
verifydd.net,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
fcta9fpv.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
supportprivate.myclickfunnels.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
yisasgrk.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
recupmonargent.godaddysites.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
instiitutoptique.godaddysites.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
juytrtghg.godaddysites.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
vaxewe167.ukit.me,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
marcvoiceno.webflow.io,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
resume-86279bell.webflow.io,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
egrimsley2008.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
stuanderson3.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
h-nm.weeblysite.com,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
sevicewebmail.weeblysite.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
secure-tyndallfcu.weebly.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
identifiez-vous233.weebly.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
nationalhservsupport.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
naverkorea.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
jezur.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
itehr.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
cloudflare-ipfs.com,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
enechhchswissfinancestorechange-1555473.mybigcommerce.com,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1
support1on1webmall.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
igkfcq.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
pub-f3922f20d4c74ba1869fd3db906e3295.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-83ec9565b8114933bcaae6010c415a03.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-778082f6319e43a8ba71b5ec9bd34253.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-967290ca20894c8d8681e8fe0a7e1766.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-886b86082d83451aa5b65260412dbf0d.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-b2cf585b19f94613b19bdd82cbd30ce3.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-4d91c26a627e4db3b594b3b029651df0.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-edf7fc8affe8420f829ddf59cc8549b4.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-ea04fbecc8d34dd1a06946fb4614b182.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-af7c9c32ed9f4ec1a6e7a3d9f50d791e.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-3df12b342ce3400ca173c3fcf972e70c.r2.dev,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-893d2b2452c14024b56c389b814c3c73.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-24d652df2ba64e5b99b76ea60dd9a140.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-b8e155282af0441db198b500a4d2ff90.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-24faa1ec08744a8898cb1278bece0683.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-b07c1327977742d6996623b5c2d28394.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-dffe21faca004c24a6ebc114e58a2598.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-db8b2474908940faa08505af88ebb400.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-cc87db8636d3479a8418d9985707930b.r2.dev,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
pub-cae4ded32a464f59879d1e8d6cc6dfbf.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-c888d623849242f4bbc6b293f0ce2389.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-aa1e04cde8d547d69df9043dc5690e44.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-833764eadba241ad813213adf98a9e16.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
pub-2315cd30e39d4761b3ea7c33bf4c807c.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1
pub-e74f6929b1854456bfdbad1714be51de.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
cx47753.tw1.ru,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
siampalaceuae.com,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
wp.3381811460.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
onedrive.bodog.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
wp.3381811460.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
cobig99.github.io,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
low50.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
cloudflare-ipfs.com,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1
45-88-109-175.cprapid.com,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1
28.172-245-112-195.cprapid.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
p1.45-88-90-10.cprapid.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
bafkreignm7n6bva4m3c4onfgtv7cznun2os2lk7nw2obeyamov43iewxoq.ipfs.dweb.link,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1
pub-23fa81c4901141b19d387daa87a6c3cd.r2.dev,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
bitly.ws,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
redirect.atbrecording.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
wen.guk.temporary.site,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,1
wen.guk.temporary.site,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1
enechhchswissfinancestorechange-1555473.mybigcommerce.com,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
snip.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
dfu.pai.mybluehost.me,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
check-advertisings-pages.netlify.app,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
desk985139.advertising-contact.my.id,0,0,1,2,0,0,0,1,0,1,1,1,0,0,0,0,1
cutting-machines.netlify.app,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
ybdaa7.suzyy.biz.id,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1
bafybeid274jilaf7duep4epn33f6cyonroqqo3xmrxsep4ixkd7z2ibvye.ipfs.dweb.link,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
worker-red-cell-5664.stl3138.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
support.case-support-833706606.click,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
lbpiaccess.personalph.info,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
aixprotect.de,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
tree-ahead-syrup.glitch.me,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
asset-node.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1
rpcrepair.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
en-web3fix.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
en-alldappfix.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
mansom.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
mansom.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
blockchainrectification9.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
blockchainrectification9.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
blockchainrectification-d89.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
blockchainrectification-d89.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
appsweb-server787.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
appsweb-server787.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
bagumauphw.cfolks.pl,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1
slash-defiant-attempt.glitch.me,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
savory-sugary-approval.glitch.me,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
like-past-curiosity.glitch.me,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
aquatic-lowly-firefly.glitch.me,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
cutt.ly,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
cutt.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
cutt.ly,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
cutt.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
hmyoffice365oth-47f8.guzelkiz66.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
videohotfb2021.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
newstech.162-240-144-224.cprapid.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
gratisdisinispinff.xerrc.my.id,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
rxp8-sn.all-net.cfd,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
ambildisinigraris.xerrc.my.id,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
marketfbookplace-item.frigoeng.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
vxrdyzx.xyz,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
adytonconseil.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
jx0tru03.dreamwp.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1
sbb-update-login-servicenow.codeanyapp.com,0,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1,1
cz32463.tw1.ru,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,1
t.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
t.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
t.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
t.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
t.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
t.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
westpac-verify-device.com,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
mettle-newaccount.com,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
system-hotel.id-8390.eu,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
system.id-8390.eu,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
pub-14a20220e8a545408b9631533e44ce07.r2.dev,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
45-88-109-94.cprapid.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
soporte.naranja-ing.net,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
ct98317.tw1.ru,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
happymoonstone.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,1
mail.help-center-324235.click,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
whimsical-dragon-846c53.netlify.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
jemi.so,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
worker-yellow-tree-7422.michealphill03.workers.dev,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
violaton-review-2940.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
violation-check-922.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
brnpost.win,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
correo6.cc,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
belea.link,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
correo5.cc,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
npostnl.win,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
gmaii.comnvn.de,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
tfw-8hbt67y.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
tfbpobf.xyz,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
send-us-review-violation-812.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
rjxkuubf.xyz,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
rjxknja.xyz,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
request-a-review-violation-291.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
rebrand.ly,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
correosgov.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
il.is-pozt.top,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
quickcheck-usps.top,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
ksudsf.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
aramexptsc.top,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
kgm-gov-tr.services,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
wwwkj.in,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
pottedis.top,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
sdh.corrreos.club,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
estas-feta.top,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
ptpgov.buzz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
dhlmxapp.pro,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
fayetteiowa.com,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1
diannedespain.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
dhl-moncolissuivi.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,3,0,0,0,1,0,1,0,0,1,1,1,1,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,1,1,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,1,1,1,0,0,0,0,1
case-aazqz1d1mfr002-support-facebook.pages.dev,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
azul-ca0.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
worker-yellow-tree-7422.michealphill03.workers.dev,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
hello-world-lucky-disk-a2eb.donnadiorio.workers.dev,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
b8399.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
b8399.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
adminservice.ubpages.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
46bllrod.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hello-world-wispy-mouse-bc51.verisihakobola.workers.dev,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
roundcube996677eretyyu33456.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
cq35175.tw1.ru,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
pub-013ea782eaa84c6287a34157487c9673.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
facebook-account97328.liink2.my.id,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
facebook-account70240.liink2.my.id,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
desk985139.advertising-contact.my.id,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
mail.fakeserhelpsreivew-facesonseriengoies-16837.io.vn,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
mail.fakeserhelpsreivew-facesonseriengoies-16836.io.vn,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
usps.qqqbtzokdu.top,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
paymentcon.pages.dev,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
usps.qkwqmolwsx.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
usps.hyhtttokcm.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
usps.hhragzupes.top,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
usps.checkuspsz.top,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
usps.aeovydvwxd.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
d8vxyqje5plsg0peji.pages.dev,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
